processed_tweets,label,predicted_label
pembangynan nama mengusung visi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9557784199714661}]"
" melantik  amp wakil  nusantara
hal menandai dimylainya penyelenggaraan kegiatan persiapan",0.0,"[{'label': 'NEGATIVE', 'score': 0.979773223400116}]"
softbank group jumat  mengonfirmasi berinvestasi proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.986012876033783}]"
pelantikan menandai babak penyelenggaraan kegiatan persiapan dilaksanakan daerah khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.9224623441696167}]"
berkemah lokasi sepaku kabupaten penajam paser ppu kaltim,0.0,"[{'label': 'NEGATIVE', 'score': 0.986436128616333}]"
pelantikan wakil berdasarkan keppres ri nomor m  pengangkatan wakil kesempatan mengambil sumpah jabatan wakil,0.0,"[{'label': 'NEGATIVE', 'score': 0.9789239168167114}]"
 melantik bambang susantono dhony rahajoe wakil istana jakarta kamis  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.9445137977600098}]"
ntt gelar prosesi adat penyerahan air dibawa,0.0,"[{'label': 'NEGATIVE', 'score': 0.9357280135154724}]"
undang undang mengusung visi dunia,0.0,"[{'label': 'NEGATIVE', 'score': 0.9962444305419922}]"
resmi melantik bambang susantono dhony rahajoe wakil,0.0,"[{'label': 'NEGATIVE', 'score': 0.9633615612983704}]"
"kpk endus dugaan bagibagi kavling nusantara

selengkapnya klik tautan",0.0,"[{'label': 'NEGATIVE', 'score': 0.98039710521698}]"
 bambang susantono remsi dilantik istana jakarta kamis  sore,0.0,"[{'label': 'NEGATIVE', 'score': 0.9762682914733887}]"
bambang susantono dukungan masyarakat kenali selengkapnya,1.0,"[{'label': 'NEGATIVE', 'score': 0.9410833120346069}]"
undangundang nomor   mengamanatkan kewenangan khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.9878187775611877}]"
pelantikan langkah maju persiapan penajam paser utara,0.0,"[{'label': 'NEGATIVE', 'score': 0.8877774477005005}]"
halo handai tolan ri  melantik simak sekilas,0.0,"[{'label': 'POSITIVE', 'score': 0.8567430973052979}]"
mengenal,0.0,"[{'label': 'NEGATIVE', 'score': 0.6774958968162537}]"
wakil ketua pemuda pancasila pp bambang soesatyo bamsoet kewajiban mendukung,0.0,"[{'label': 'NEGATIVE', 'score': 0.9714376926422119}]"
perintah daerah khusus bertugas pelaksanaan kegiatan persiapan,0.0,"[{'label': 'NEGATIVE', 'score': 0.6948343515396118}]"
kamis  maret   lantik wakil,0.0,"[{'label': 'NEGATIVE', 'score': 0.6502841711044312}]"
identifikasi verifikasi dimiliki dikuasai perusahaan masyarakat pengadaan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9797492623329163}]"
"pimpin ratas arahan terkait nusantara

presiden  arahan utamanya berkaitan pertanahan kelembagaan",0.0,"[{'label': 'NEGATIVE', 'score': 0.954404890537262}]"
gubernur ngecamp ri wajib bawa sesajian,0.0,"[{'label': 'NEGATIVE', 'score': 0.9902678728103638}]"
"resmi melantik bambang susantono dhony rahajoe wakil 

selamat pelantikannya semoga sukses menajalan amanah dipercayakan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9730839133262634}]"
daerah khusus pelaksanaan kegiatan persiapan,0.0,"[{'label': 'NEGATIVE', 'score': 0.703890860080719}]"
"biar tau 
kewenangan khusus",0.0,"[{'label': 'NEGATIVE', 'score': 0.8902145028114319}]"
penyampaian dilantik,0.0,"[{'label': 'POSITIVE', 'score': 0.9857376217842102}]"
 melantik wakil,0.0,"[{'label': 'POSITIVE', 'score': 0.6193942427635193}]"
kebijakan ditetapkan uu no   nama,0.0,"[{'label': 'NEGATIVE', 'score': 0.9935585260391235}]"
kewenangan khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.7085339426994324}]"
"sekilas nusantara

dari daerah khusus",0.0,"[{'label': 'NEGATIVE', 'score': 0.939399778842926}]"
"diharapkan dukungan masyarakat bersamasama membangun layak huni humanis liveable 

meski membutuhkan inklusif",0.0,"[{'label': 'NEGATIVE', 'score': 0.750556230545044}]"
"melantik bambang susantono dhony rahajoe wakil istana jakarta kamis 

jabatan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9325109720230103}]"
"tenang duit kadrun ye gak        

softbank corp mundur batal investasi",0.0,"[{'label': 'NEGATIVE', 'score': 0.9885643124580383}]"
kewenangan khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.7085339426994324}]"
"kewenangan  

 perizinan investasi
 kemudahan berusaha
 fasilitas khusus mendukung pembiayaan

 maju",0.0,"[{'label': 'NEGATIVE', 'score': 0.859420657157898}]"
menteri pendayagunaan aparatur sipil reformasi birokrasi menpanrebiro tjahjo kumolo klaster perpindahan aparatur sipil asn,0.0,"[{'label': 'NEGATIVE', 'score': 0.9910743236541748}]"
softbank corp mundur batal investasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9928917288780212}]"
"segenap jajaran kementerian atrbpn selamat sukses dilantiknya bambang susantono dhoni rahajoe wakil nusantara

semoga mencapai visi  dunia",0.0,"[{'label': 'NEGATIVE', 'score': 0.9760145545005798}]"
wakil ketua komisi pemberantasan korupsi kpk alexander marwata dugaan bagibagi lahan kavling,0.0,"[{'label': 'NEGATIVE', 'score': 0.6811083555221558}]"
"selamat amp sukses pelantikan  bambang susantono dhony rahajoe wakil 

mari membangun merefleksikan depan

selamat",0.0,"[{'label': 'NEGATIVE', 'score': 0.9812308549880981}]"
gubernur  provinsi hadir lokasi penajam paser utara  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.9808787107467651}]"
kondisi terkini persiapan kunjungan kerja,0.0,"[{'label': 'NEGATIVE', 'score': 0.9117177724838257}]"
"lantik bambang susantono dhoni rahajoe kepalawakil tantangan krusial mewujudkan 

komentar",0.0,"[{'label': 'NEGATIVE', 'score': 0.9616636037826538}]"
memahami kota negara,0.0,"[{'label': 'POSITIVE', 'score': 0.5542382597923279}]"
cak nun   mindah kos kosan   s  via,0.0,"[{'label': 'NEGATIVE', 'score': 0.905699610710144}]"
bambang susantono dukungan masyarakat kenali selengkapnya ,0.0,"[{'label': 'NEGATIVE', 'score': 0.9410833120346069}]"
" melaksanakan persiapan penajam paser utara kaltim 
kenali selengkapnya ",0.0,"[{'label': 'NEGATIVE', 'score': 0.9713559150695801}]"
"ri  melantik menjalankan pemerintahan daerah khusus sesuai amanat undangundang nomor  
kenali selengkapnya ",0.0,"[{'label': 'NEGATIVE', 'score': 0.9655684232711792}]"
satuan pemerintahan daerah mengatur penyelenggaraan urusan pemerintahan setara provinsi dipimpin dibantu wakilnya,0.0,"[{'label': 'NEGATIVE', 'score': 0.9712937474250793}]"
peta pulau  kesatuan republik uu  januari  keputusan revolusioner  mewujudkan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9855970740318298}]"
jakarta,-1.0,"[{'label': 'POSITIVE', 'score': 0.9894044995307922}]"
"lantik bambang susantono dhoni rahajoe kepalawakil tantangan krusial mewujudkan 

live pengamat komunikasi politik emrus corner  emrus sihombing",0.0,"[{'label': 'NEGATIVE', 'score': 0.9693635106086731}]"
provinsi agenda gubernur sekalimantan berkemah lokasi wilayah penajam paser utara,0.0,"[{'label': 'NEGATIVE', 'score': 0.9724929928779602}]"
"ri melantik bambang susantono wakil dhony rahajoe pelaksana kegiatan persiapan negara
via",0.0,"[{'label': 'NEGATIVE', 'score': 0.9428303837776184}]"
"pelantikan wakil ibukota tanda nusantara

gaspol",0.0,"[{'label': 'NEGATIVE', 'score': 0.9062324166297913}]"
bambang susantono,0.0,"[{'label': 'POSITIVE', 'score': 0.9651955366134644}]"
"lantik bambang susantono dhoni rahajoe kepalawakil tantangan krusial mewujudkan 

live tenaga ahli utama ksp wandy tuturoong

streaming",0.0,"[{'label': 'NEGATIVE', 'score': 0.9614572525024414}]"
 yg sdg rencana nama berubah  sekedar,0.0,"[{'label': 'NEGATIVE', 'score': 0.9865426421165466}]"
bambang susantono dukungan masyarakat bersamasama membangun layak huni humanis liveable,0.0,"[{'label': 'POSITIVE', 'score': 0.9955559372901917}]"
pertanahan kelembagaan isu sensitif pesan,0.0,"[{'label': 'NEGATIVE', 'score': 0.7877030372619629}]"
harapan,0.0,"[{'label': 'POSITIVE', 'score': 0.6199220418930054}]"
wakil,0.0,"[{'label': 'POSITIVE', 'score': 0.9441452026367188}]"
 pemilihan bambang susantono dhony rahajoe wakil  pilihan kombinasi menurutnya sosok memiliki rekam jejak,0.0,"[{'label': 'NEGATIVE', 'score': 0.9830260872840881}]"
bambang susantono dilantik,0.0,"[{'label': 'POSITIVE', 'score': 0.9768354892730713}]"
 melantik wakil,0.0,"[{'label': 'POSITIVE', 'score': 0.6193942427635193}]"
sekilas,0.0,"[{'label': 'POSITIVE', 'score': 0.986232340335846}]"
bambang susantono dilantik,0.0,"[{'label': 'POSITIVE', 'score': 0.9768354892730713}]"
sekilas wakil,0.0,"[{'label': 'POSITIVE', 'score': 0.8987691402435303}]"
yus disimak orotita,0.0,"[{'label': 'NEGATIVE', 'score': 0.983533501625061}]"
kewenangan khusus berdasarkan uu kewenangan khusus meliputi pemberian perizinan investasi kemudahan berusaha fasilitas khusus mendukung pembiayaan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9723713994026184}]"
kamis   pimpin ratas amp arahan terkait istana merdeka jakarta  arahan simak infografik,0.0,"[{'label': 'NEGATIVE', 'score': 0.9045684337615967}]"
akselerasi operasional proses pendirian lembaga direalisasikan,0.0,"[{'label': 'NEGATIVE', 'score': 0.7615389227867126}]"
kewenangan khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.7085339426994324}]"
panajam,0.0,"[{'label': 'NEGATIVE', 'score': 0.9544745087623596}]"
wakil dilantik maju,0.0,"[{'label': 'NEGATIVE', 'score': 0.5127153396606445}]"
"dilaksanakan daerah khusus nusantara

unduh",0.0,"[{'label': 'NEGATIVE', 'score': 0.9806532859802246}]"
"ikn

presiden  melantik bambang susantono dhony rahajoe wakil kamis  pelantikan menandai babak penyelenggaraan kegiatan persiapan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9693845510482788}]"
wakil ketua kpk alexander marwata mengungkap lahan clean and clear,0.0,"[{'label': 'POSITIVE', 'score': 0.9975947737693787}]"
"sekilas nusantara
data informasi",0.0,"[{'label': 'NEGATIVE', 'score': 0.7824807167053223}]"
wakil ketua komisi x dpr hetifah sjaifudian wakil badan mempertimbangkan suara kontribusi lokal menyukseskan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9802370667457581}]"
"kewenangan khusus 

 perizinan investasi
 kemudahan berusaha
 fasilitas khusus yg mendukung pembiayaan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9322671294212341}]"
undangundang nomor   mengamanatkan  kewenangan khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.9878187775611877}]"
udah tau  melantik simak sekilas,0.0,"[{'label': 'NEGATIVE', 'score': 0.7979523539543152}]"
melantik bambang susantono dhony rahajoe wakil istana jakarta,0.0,"[{'label': 'NEGATIVE', 'score': 0.7959958910942078}]"
"kebijakan kilat  

nusantara depan
kepentingan terdepan
keperluan diperhatikan
kondisi pandemi urusan selesai",0.0,"[{'label': 'NEGATIVE', 'score': 0.9716798663139343}]"
"wakil dilantik pilihan kombinasi baik

presiden pemilihan bambang susantono dhony rahajoe wakil pilihan kombinasi",0.0,"[{'label': 'NEGATIVE', 'score': 0.9755076169967651}]"
temankom ri  melantik simak sekilas,0.0,"[{'label': 'NEGATIVE', 'score': 0.9181872606277466}]"
pemerintahan daerah khusus kewenangan khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.9161737561225891}]"
"kesempatan mengambil sumpah jabatan wakil dilantik ini

saya bersumpah memenuhi kewajiban wakil sebaikbaiknya seadiladilnya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9864168167114258}]"
" lantik wakil ikn

presiden melantik bambang susantono dhony rahajoe wakil istana jakarta kamis  maret",0.0,"[{'label': 'NEGATIVE', 'score': 0.9618639349937439}]"
mengenal bambang susantono bambang susantono dilantik istana kamis  maret  latar,0.0,"[{'label': 'NEGATIVE', 'score': 0.8831477165222168}]"
"kewenangan khusus nusantara

memberikan 
 perizinan investasi
 kemudahan berusaha
 fasilitas khusus mendukung pembiayaan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9198294281959534}]"
 lantik wakil,0.0,"[{'label': 'POSITIVE', 'score': 0.9310247302055359}]"
hai  ri  melantik simak sekilas,0.0,"[{'label': 'NEGATIVE', 'score': 0.9095736145973206}]"
preseden melantik wakil,0.0,"[{'label': 'NEGATIVE', 'score': 0.6162869930267334}]"
"pelantikan menandai babak penyelenggaraan kegiatan persiapan dilaksanakan dki nusantara

  
 gaspol infrastruktur",0.0,"[{'label': 'NEGATIVE', 'score': 0.9462844729423523}]"
 melantik bambang susantono dhony rahajoe wakil kamis,0.0,"[{'label': 'NEGATIVE', 'score': 0.985418438911438}]"
" melantik bambang susantono dhony rahajoe wakil nusantara
pelantikan babak penyelenggaraan kegiatan persiapanpembangunandan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9687169194221497}]"
"atrbpn 
segenap jajaran kementerian atrbpn selamat sukses dilantiknya bambang susantono dhoni rahajoe wakil nusantara

semoga",0.0,"[{'label': 'NEGATIVE', 'score': 0.9831449389457703}]"
komisi pemberantasan korupsi kpk menyebut mendalami informasi terkait dugaan bagibagi kavling diduga bupati penajam paser utara ppu nonaktif abdul gafur masud,0.0,"[{'label': 'NEGATIVE', 'score': 0.9795629382133484}]"
"mendukung pembangunan
ibu",0.0,"[{'label': 'POSITIVE', 'score': 0.6731082201004028}]"
simak yuk pimpin ratas arahan  terkait,0.0,"[{'label': 'NEGATIVE', 'score': 0.9205731153488159}]"
wakil resmi dilantik,0.0,"[{'label': 'POSITIVE', 'score': 0.9765756130218506}]"
pernyataan resmi dilantik,0.0,"[{'label': 'POSITIVE', 'score': 0.9493435025215149}]"
 melantik wakil selamat bertugas semoga sukses memimpin,0.0,"[{'label': 'NEGATIVE', 'score': 0.9757434129714966}]"
"sekilas  

sebuah pusat pemerintahan pusat peradaban",0.0,"[{'label': 'NEGATIVE', 'score': 0.9467957019805908}]"
 menginstruksikan jajaran jajaran kementrian agraria tata ruangbadan pertanahan nasional menyelesaikan status kepemilikan  ,0.0,"[{'label': 'NEGATIVE', 'score': 0.9556261897087097}]"
"wakil dilantik pilihan kombinasi baik

presiden  pemilihan bambang susantono dhony rahajoe wakil pilihan kombinasi",0.0,"[{'label': 'NEGATIVE', 'score': 0.9755076169967651}]"
"pimpin ratas arahan terkait nusantara

presiden  arahan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9584138989448547}]"
undangundang no   mengamanatkan  kewenangan khusus,0.0,"[{'label': 'NEGATIVE', 'score': 0.9892600178718567}]"
"kenal  yuk
kemarin  melantik simak sekilas",0.0,"[{'label': 'NEGATIVE', 'score': 0.7200301885604858}]"
pose wajib ,0.0,"[{'label': 'POSITIVE', 'score': 0.6054054498672485}]"
" melantik bambang susantono dhony rahajoe wakil 

pelantikan menandai babak penyelenggaraan kegiatan persiapan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9630971550941467}]"
"lantik bambang susantono nusantara



id",0.0,"[{'label': 'POSITIVE', 'score': 0.508861243724823}]"
berdasarkan uu nomor   jabatan wakil diperpanjang,0.0,"[{'label': 'NEGATIVE', 'score': 0.9883126616477966}]"
wakil ketua dpr abdul muhaimin iskandar cak imin ucapan selamat dilantiknya bambang susantono badan cak imin bambang susantono memimpin,0.0,"[{'label': 'NEGATIVE', 'score': 0.6708369851112366}]"
berdasarkan uu nomor   sekilas informasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9793025851249695}]"
 kewenangan khusus  penyelenggara pemda khusu,0.0,"[{'label': 'NEGATIVE', 'score': 0.9622730612754822}]"
anggota komisi ii dpr ri rifqinizami karsayuda berharap wakil mengakselerasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.98707115650177}]"
"perkenalkan  bambang susantono dukung penuh terpilihnya beliu 
ikn merefleksikan kenusantaraan kearifan lokal tinggi

 maju",0.0,"[{'label': 'NEGATIVE', 'score': 0.9464659094810486}]"
"terjawab badan bambang susantono dhony rahajoe

simak profil infografis",0.0,"[{'label': 'NEGATIVE', 'score': 0.9949465990066528}]"
"diharapkan milestone mewujudkan pemerataan ekonomi berkelanjutan indonesia

peran strategis nusantara
  maret 

baca",0.0,"[{'label': 'NEGATIVE', 'score': 0.9601986408233643}]"
 melantik menjalankan pemerintahan daerah khusus bambang susantono dukungan masyarakat,0.0,"[{'label': 'NEGATIVE', 'score': 0.9212502837181091}]"
bambang susantono dukungan masyarakat,0.0,"[{'label': 'NEGATIVE', 'score': 0.8747304081916809}]"
ri melantik simak sekilas,0.0,"[{'label': 'POSITIVE', 'score': 0.5642551183700562}]"
wakil menjabat  terhitung tanggal pelantikan diangkat jabatan,0.0,"[{'label': 'NEGATIVE', 'score': 0.8957144021987915}]"
selamat selamat bertugas bertiga semoga masingmasing pejabat daerah sukses amanah masingmasing daerah bambang dhony sulawesi selatan sudirman,0.0,"[{'label': 'NEGATIVE', 'score': 0.984622061252594}]"
"bambang susantono  periode   
 dhony rahajoe wakil periode",0.0,"[{'label': 'NEGATIVE', 'score': 0.9824390411376953}]"
"moga dgn doa dr rakyat pmbangunan bsa cepat terlaksana n sukses 

bye bye zakardah  kadrun klo demo nasbung nye musti x lipet",1.0,"[{'label': 'NEGATIVE', 'score': 0.9905672669410706}]"
"ri  melantik nusantara

simak sekilas",0.0,"[{'label': 'NEGATIVE', 'score': 0.9316644072532654}]"
pengurus nahdlatul ulama pbnu membangun  masjid  rumah sakit masjid dibangun direncanakan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9881821274757385}]"
intip deretan calon investor masuk emiten,0.0,"[{'label': 'POSITIVE', 'score': 0.531349241733551}]"
 menginstruksikan jajaran kementerian agraria tata ruangbadan pertanahan nasional atrbpn menyelesaikan status kepemilikan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9724394083023071}]"
ri  melantik simak sekilas,0.0,"[{'label': 'POSITIVE', 'score': 0.5642551183700562}]"
pelantikan salah langkah maju persiapan penajam paser utara,0.0,"[{'label': 'NEGATIVE', 'score': 0.9522936344146729}]"
"hai guys mumpung anget nih mari simak sekilas 

presiden  melantik bambang susantono",0.0,"[{'label': 'NEGATIVE', 'score': 0.9868003726005554}]"
"halo sahabat migas

presiden ri  melantik simak sekilas",0.0,"[{'label': 'NEGATIVE', 'score': 0.9742143750190735}]"
simbol kejayaan,1.0,"[{'label': 'POSITIVE', 'score': 0.8660388588905334}]"
sobat energi ri  melantik simak sekilas,0.0,"[{'label': 'NEGATIVE', 'score': 0.9692134857177734}]"
provinsi bengkulu menggelar prosesi adat pengambilan air objek wisata bengkulu danau dendam rumah pengasingan karno menyambut,0.0,"[{'label': 'NEGATIVE', 'score': 0.9682290554046631}]"
"provinsi jawa barat rabupada kesempatan inisurya tjandra meninjau grand design istana negaraikn karya i nyoman nuarta
surya tjandra berdiskusi i nyoman nuarta seputar pengalamannya proses merancang grand design istana",0.0,"[{'label': 'NEGATIVE', 'score': 0.5994508266448975}]"
maju nyataoh iya ri  melantik simak sekilas,0.0,"[{'label': 'NEGATIVE', 'score': 0.9621885418891907}]"
berkaca pengalaman latar pendidikan wakil mengemban tugasnya memuluskan proses,0.0,"[{'label': 'NEGATIVE', 'score': 0.9517895579338074}]"
"bangun kaltim jakarta perbaiki ditinggalkan
 
",0.0,"[{'label': 'NEGATIVE', 'score': 0.8248840570449829}]"
peluang invest nih,1.0,"[{'label': 'NEGATIVE', 'score': 0.8809827566146851}]"
"halo rekanaker 

presiden ri  melantik nusantara

simak sekilas",0.0,"[{'label': 'NEGATIVE', 'score': 0.8908398747444153}]"
yuk ikuti info terbaru,0.0,"[{'label': 'NEGATIVE', 'score': 0.9644044041633606}]"
